Word,GPT_Fam_dominant,GPT_Fam_probs,Multilex_Zipf,Type,Subtype_MWE
a song and dance,6,5.61,NA,MWE,
a sore point,5,5.19,NA,MWE,
a sore spot,5,4.81,NA,MWE,
a sorry sight,5,4.90,NA,MWE,
a sorry state of affairs,5,4.91,NA,MWE,
a spanner in the works,4,4.23,NA,MWE,
a split,5,4.84,NA,MWE,
a sport,7,5.18,NA,MWE,
a square peg in a round hole,3,3.69,NA,MWE,
a stab in the back,6,5.81,NA,MWE,
a stiff upper lip,5,4.72,NA,MWE,
a stitch in time saves nine,4,3.68,NA,MWE,
a stone‘s throw,6,5.55,NA,MWE,
a stone's throw,5,5.08,NA,MWE,
a stone's throw away,6,5.71,NA,MWE,
a storm in a teacup,5,4.58,NA,MWE,
a storm is brewing,5,4.98,NA,MWE,
a straight face,6,5.96,NA,MWE,
a stretch,5,4.70,NA,MWE,
a strong stomach,5,4.60,NA,MWE,
a student,7,6.25,NA,MWE,
a stumbling block,6,5.81,NA,MWE,
a tad,5,5.33,NA,MWE,
a tall order,6,5.55,NA,MWE,
a tall story,3,3.73,NA,MWE,
a tall tale,6,5.52,NA,MWE,
a tangled web,4,3.87,NA,MWE,
a target on someone's back,5,4.81,NA,MWE,
a taste of one's own medicine,6,6.08,NA,MWE,
a taste of your own medicine,6,6.30,NA,MWE,
a thin line,6,5.49,NA,MWE,
a thing of the past,6,6.09,NA,MWE,
a thing or two,6,5.46,NA,MWE,
a thorn in my flesh,4,4.04,NA,MWE,
a thorn in someone's side,5,5.40,NA,MWE,
a thorn in your side,6,5.86,NA,MWE,
a throw,5,5.06,NA,MWE,
a tight spot,5,5.43,NA,MWE,
a to z,6,6.33,NA,MWE,
a to-do,6,5.83,NA,MWE,WhW
a ton,6,5.91,NA,MWE,
a tongue-lashing,3,3.53,NA,MWE,WhW
a toss up,5,5.02,NA,MWE,
a touch,5,5.23,NA,MWE,
a touch of,6,6.36,NA,MWE,
a tough cookie,5,5.38,NA,MWE,
a tough nut to crack,6,5.99,NA,MWE,
a tower of strength,4,3.99,NA,MWE,
a treat,5,5.20,NA,MWE,
a trick up one's sleeve,5,5.23,NA,MWE,
a trying time,5,5.31,NA,MWE,
a turn for the worse,6,5.71,NA,MWE,
a twinkle in someone's eye,4,3.92,NA,MWE,
a variety of,7,6.49,NA,MWE,
a walk in the park,6,6.30,NA,MWE,
a watched pot never boils,5,4.62,NA,MWE,
a week from next Tuesday,5,4.38,NA,MWE,
a weight off your shoulders,6,5.54,NA,MWE,
a whale of a time,5,4.69,NA,MWE,
a while,7,6.77,NA,MWE,
a whisker,6,5.51,NA,MWE,
a white lie,6,6.09,NA,MWE,
a whole ’nother,4,4.13,NA,MWE,
a whole lot,6,6.11,NA,MWE,
a wolf in sheep's clothing,6,5.78,NA,MWE,
a woman of her word,5,4.53,NA,MWE,
a woman's work is never done,3,3.59,NA,MWE,
a word to the wise,3,3.67,NA,MWE,
a world away from,5,4.62,NA,MWE,
a world of,6,5.99,NA,MWE,
a.d,6,5.99,NA,W,
A.D.,6,6.13,NA,W,
a.i,7,6.52,NA,W,
a.k.a.,6,6.32,NA,W,
a.m,7,7.00,NA,W,
A.M.,7,6.95,NA,W,
A1,5,4.85,NA,W,
a320,4,4.00,1.45,W,
a380,5,4.52,2.14,W,
aaaah,3,3.81,2.41,W,
aaah,5,4.98,2.91,W,
aah,5,4.92,3.71,W,
aardvark,4,4.04,2.46,W,
aargh,4,4.05,2.04,W,
aarghh,3,3.57,0.67,W,
Aaron,6,5.62,NA,W,
aarp,5,4.26,2.09,W,
abacus,5,4.89,2.58,W,
abandon,6,6.08,4.13,W,
abandon a sinking ship,5,4.46,NA,MWE,
abandon ship,5,5.08,NA,MWE,
abandoned,7,6.65,4.40,W,
abandoned infant,3,3.58,NA,MWE,
abandoning,6,5.99,3.46,W,
abandonment,6,5.85,3.11,W,
abandons,6,5.99,2.84,W,
abated,4,3.94,2.31,W,
abates,3,3.52,1.86,W,
abating,4,3.78,1.80,W,
abba,5,4.53,3.00,W,
abbey,5,5.09,3.68,W,
abbeys,4,3.99,2.11,W,
abbey's,4,3.83,NA,W,
abbot,4,3.78,3.41,W,
abbr,3,3.62,NA,W,
abbreviate,6,5.99,1.98,W,
abbreviated,6,6.00,2.45,W,
abbreviates,5,5.16,0.77,W,
abbreviating,5,5.26,1.43,W,
abbreviation,6,6.38,2.54,W,
abbreviations,6,6.15,2.32,W,
ABC,7,6.66,NA,W,
ABCs,7,6.82,NA,W,
ABC's,6,5.67,NA,W,
abdicate,4,4.30,2.69,W,
abdicated,4,3.99,2.34,W,
abdicates,4,3.79,1.59,W,
abdication,4,3.82,2.39,W,
abdomen,6,6.01,3.55,W,
abdomens,5,4.80,1.78,W,
abdominal,6,5.97,3.44,W,
abdominal cavity,5,5.16,NA,MWE,
abdominal muscle,6,6.22,NA,MWE,
abdominal wall,5,5.19,NA,MWE,
abdominal-cavity,4,4.38,NA,WhW,
abdominals,6,5.70,1.86,W,
abduct,6,5.89,3.15,W,
abducted,6,5.85,3.84,W,
abducting,5,5.04,2.83,W,
abduction,6,5.87,3.62,W,
abductions,5,5.03,2.95,W,
abductor,4,4.33,2.71,W,
abductors,4,3.72,2.39,W,
abducts,4,4.40,2.21,W,
Abe,4,4.00,NA,W,
Abel,4,4.16,NA,W,
abercrombie,4,3.79,2.65,W,
abercrombie's,3,3.58,NA,W,
aberdeen,5,4.71,2.91,W,
aberration,4,3.63,2.84,W,
abide,5,5.22,3.52,W,
abide by,6,6.00,NA,MWE,
abide by something,6,5.78,NA,MWE,
abided,5,4.80,1.95,W,
abides,5,4.59,2.34,W,
abiding,5,5.06,3.23,W,
Abigail,6,5.62,NA,W,
abilities,7,6.87,3.97,W,
ability,7,6.99,4.54,W,
ablaze,5,5.03,2.98,W,
able,7,7.00,5.42,W,
a-ble,7,5.80,NA,WhW,
able and willing,5,4.72,NA,MWE,
able bodied,6,5.99,NA,MWE,
able to take a joke,5,4.72,NA,MWE,
able-bodied,6,5.70,NA,WhW,
abled,4,3.88,1.95,W,
ableism,4,3.78,NA,W,
ableist,4,3.58,NA,W,
ably,3,3.55,2.42,W,
abnormal,6,6.00,3.59,W,
abnormal psychology,5,5.27,NA,MWE,
abnormalities,6,5.88,2.88,W,
abnormality,6,5.71,2.79,W,
abnormally,6,6.03,2.81,W,
aboard,6,6.11,4.25,W,
abode,4,4.04,3.17,W,
abodes,4,3.84,1.69,W,
abolish,6,5.99,3.07,W,
abolished,6,5.98,3.09,W,
abolishes,5,5.25,1.55,W,
abolishing,6,5.73,2.46,W,
abolishment,4,4.41,1.82,W,
abolition,6,5.82,2.73,W,
abolitionism,4,3.93,0.98,W,
abolitionist,5,5.12,2.36,W,
abolitionists,5,5.19,2.17,W,
abolitions,4,3.98,0.37,W,
A-bomb,6,5.86,NA,WhW,
abominable,5,4.74,3.06,W,
abominable snowman,5,4.91,NA,MWE,
abominable snowmen,4,3.80,NA,MWE,
abomination,5,4.99,3.20,W,
abominations,4,4.19,2.52,W,
aboriginal,6,5.86,2.94,W,
aboriginal site,4,3.98,NA,MWE,
aboriginal sites,5,4.89,NA,MWE,
aboriginals,5,5.12,2.17,W,
aborigine,5,4.87,2.23,W,
aborigines,5,4.98,2.52,W,
aborigines',5,4.94,NA,W,
abort,6,5.93,3.46,W,
aborted,5,5.43,3.08,W,
aborting,5,5.00,2.35,W,
abortion,7,6.99,3.91,W,
abortion pill,6,6.24,NA,MWE,
abortion pills,6,6.09,NA,MWE,
abortion right,7,6.56,NA,MWE,
abortionist,4,4.34,2.08,W,
abortionists,4,4.26,1.59,W,
abortion-rights,6,6.05,NA,WhW,
abortions,6,6.41,3.12,W,
aborts,5,5.00,1.64,W,
abound,4,4.02,2.96,W,
abound with,4,4.42,NA,MWE,
abounds,4,4.07,2.44,W,
about,7,7.00,6.52,W,
about face,4,4.29,NA,MWE,
about time,6,6.06,NA,MWE,
about to,7,6.97,NA,MWE,
about turn,4,3.90,NA,MWE,
about-face,5,4.51,NA,WhW,
above,7,7.00,4.87,W,
above all,6,6.07,NA,MWE,
above and beyond,6,5.94,NA,MWE,
above and beyond the call of duty,6,5.91,NA,MWE,
above average,6,6.25,NA,MWE,
above board,5,4.71,NA,MWE,
above ground,6,6.40,NA,MWE,
above par,5,4.68,NA,MWE,
above suspicion,5,4.44,NA,MWE,
above the fold,4,3.84,NA,MWE,
above the law,6,5.61,NA,MWE,
above the line,4,4.43,NA,MWE,
above water,6,5.61,NA,MWE,
above your pay grade,6,5.58,NA,MWE,
above-average,6,6.20,NA,WhW,
above-board,4,4.11,NA,WhW,
aboveground,5,4.97,2.31,W,
above-ground,6,5.62,NA,WhW,
above-listed,4,3.94,NA,WhW,
abovementioned,4,3.98,0.55,W,
above-mentioned,6,5.75,NA,WhW,
above-normal,5,5.29,NA,WhW,
abracadabra,6,6.09,2.61,W,
Abraham,6,6.11,NA,W,
abrahamic,5,4.65,1.28,W,
abraham's,4,4.15,NA,W,
ABRAMS,4,3.71,NA,W,
abrasion,4,4.25,2.57,W,
abrasion-resistant,3,3.53,NA,WhW,
abrasions,5,4.87,3.02,W,
abrasive,5,5.13,2.74,W,
abrasive personality,5,5.18,NA,MWE,
abrasives,4,4.18,1.41,W,
abreast,4,3.81,2.67,W,
abridged,5,4.85,2.31,W,
abridging,3,3.51,1.55,W,
abroad,6,6.41,4.15,W,
abrupt,6,5.97,3.15,W,
abruptly,6,5.93,3.28,W,
abruptness,4,4.48,1.70,W,
abs,6,5.96,3.49,W,
abscess,4,3.58,2.80,W,
absence,6,6.44,4.07,W,
absence makes the heart grow fonder,5,5.33,NA,MWE,
absence of mind,4,3.79,NA,MWE,
absence without leave,5,5.19,NA,MWE,
absences,6,5.98,2.70,W,
absent,7,6.56,3.79,W,
absent minded,6,5.89,NA,MWE,
absent without leave,5,5.09,NA,MWE,
absentee,5,5.43,2.81,W,
absentee ballot,6,5.93,NA,MWE,
absentee ballots,6,6.03,NA,MWE,
absentee landlord,4,3.96,NA,MWE,
absentee landlords,4,4.49,NA,MWE,
absentee rate,5,4.65,NA,MWE,
absentee vote,5,5.13,NA,MWE,
absenteeism,5,5.17,2.12,W,
absentees,5,4.94,1.80,W,
absently,5,5.06,1.70,W,
absentminded,5,5.00,2.11,W,
absent-minded,6,5.85,NA,WhW,
absentmindedly,4,4.35,1.67,W,
absent-mindedly,5,5.36,NA,WhW,
absent-mindedness,5,4.81,NA,WhW,
absolute,7,6.82,4.23,W,
absolute advantage,4,3.80,NA,MWE,
absolute advantages,4,3.85,NA,MWE,
absolute majorities,4,3.94,NA,MWE,
absolute majority,5,5.17,NA,MWE,
absolute pitch,4,4.08,NA,MWE,
absolute power corrupts absolutely,5,4.72,NA,MWE,
absolute value,6,5.87,NA,MWE,
absolute values,6,5.58,NA,MWE,
absolute zero,5,5.43,NA,MWE,
absolutely,7,6.99,4.87,W,
absolutely not,7,6.67,NA,MWE,
absolutes,5,5.05,2.36,W,
absolution,4,3.69,3.01,W,
absolutism,4,3.69,1.74,W,
absolve,4,4.08,2.97,W,
absolved,5,4.79,2.74,W,
absolves,4,3.97,2.08,W,
absolving,4,3.79,2.09,W,
absorb,7,6.56,3.60,W,
absorbable,4,3.65,1.33,W,
absorbed,6,6.20,3.64,W,
absorbency,4,3.95,1.53,W,
absorbent,6,5.90,2.54,W,
absorbent cotton,5,4.64,NA,MWE,
absorbent pad,5,5.27,NA,MWE,
absorber,4,3.73,2.07,W,
absorbers,4,4.21,2.39,W,
absorbing,6,5.99,3.17,W,
absorbs,6,6.07,2.99,W,
absorption,6,5.99,2.88,W,
absorptions,4,4.03,0.67,W,
abstain,6,5.78,2.83,W,
abstained,5,5.09,2.32,W,
abstainer,4,3.58,1.43,W,
abstainers,4,3.86,1.22,W,
abstaining,5,5.21,2.36,W,
abstains,5,5.20,1.84,W,
abstention,4,3.77,2.19,W,
abstentions,4,4.00,1.83,W,
abstinence,5,5.50,3.04,W,
abstinence-only,4,3.98,NA,WhW,
abstinent,3,3.52,2.03,W,
abstract,6,6.01,3.52,W,
abstract art,6,5.95,NA,MWE,
abstract artist,6,5.84,NA,MWE,
abstract entity,4,3.70,NA,MWE,
abstract expressionism,4,3.92,NA,MWE,
abstract expressionist,4,3.62,NA,MWE,
abstract idea,6,5.86,NA,MWE,
abstract model,5,4.92,NA,MWE,
abstract noun,4,4.42,NA,MWE,
abstract nouns,4,4.44,NA,MWE,
abstract term,5,5.08,NA,MWE,
abstract thought,6,5.91,NA,MWE,
abstracted,5,4.86,1.94,W,
abstract-expressionism,4,3.66,NA,WhW,
abstracting,4,3.57,1.07,W,
abstraction,6,5.84,2.58,W,
abstractions,5,5.04,2.26,W,
abstractly,4,4.12,1.79,W,
abstracts,5,5.09,2.25,W,
absurd,6,6.00,3.92,W,
absurdities,5,4.56,2.14,W,
absurdity,5,5.44,2.93,W,
absurdly,6,5.65,2.66,W,
abuela,4,4.23,2.78,W,
abuela's,3,3.50,NA,W,
abuelo,4,4.00,1.99,W,
abundance,6,6.12,3.45,W,
abundances,5,4.93,1.15,W,
abundant,6,6.12,3.34,W,
abundantly,6,6.00,2.89,W,
abuse,7,6.88,4.27,W,
abused,6,6.22,3.85,W,
abuser,6,5.88,2.83,W,
abusers,6,5.68,2.69,W,
abuser's,5,4.76,NA,W,
abuses,6,6.06,3.24,W,
abusing,6,6.02,3.44,W,
abusive,6,6.07,3.47,W,
abusively,4,4.37,1.25,W,
abusiveness,3,3.53,0.77,W,
abuzz,4,3.56,2.41,W,
abysmal,5,5.43,2.64,W,
abysmally,4,3.60,1.66,W,
abyss,5,5.16,3.50,W,
ac\/dc,3,3.57,NA,W,
acacia tree,5,4.56,NA,MWE,
acacia trees,4,4.37,NA,MWE,
acacia-tree,4,3.57,NA,WhW,
academia,6,6.03,2.84,W,
academic,7,6.99,3.92,W,
academic achievement,6,6.38,NA,MWE,
academic degree,7,6.90,NA,MWE,
academic freedom,6,6.06,NA,MWE,
academic gown,5,5.08,NA,MWE,
academic robe,4,4.24,NA,MWE,
academic session,6,5.80,NA,MWE,
academic subject,6,6.17,NA,MWE,
academic support,6,6.01,NA,MWE,
academic term,6,6.13,NA,MWE,
academic year,7,6.80,NA,MWE,
academic years,6,6.22,NA,MWE,
academic-achievement,5,5.22,NA,WhW,
academically,6,6.10,2.79,W,
academics,7,6.62,3.18,W,
academic-support,4,3.87,NA,WhW,
academic-year,6,5.87,NA,WhW,
academies,6,5.91,2.62,W,
academy,6,6.16,4.31,W,
academy award,7,6.78,NA,MWE,
academy awards,7,6.99,NA,MWE,
academy's,6,5.75,NA,W,
acai,4,4.19,1.63,W,
acapella,6,5.62,1.53,W,
a-capella,5,5.39,NA,WhW,
a-cappella,5,5.31,NA,WhW,
Acapulco,4,4.00,NA,W,
accelerate,6,6.44,3.31,W,
accelerated,6,6.18,3.32,W,
accelerated learning,5,5.39,NA,MWE,
accelerates,6,6.15,2.78,W,
accelerating,6,6.06,3.19,W,
acceleration,6,6.16,3.24,W,
accelerations,5,5.46,1.49,W,
accelerator,6,5.99,3.34,W,
accelerator pedal,6,6.05,NA,MWE,
accelerators,5,5.26,2.32,W,
accelerometer,4,3.55,1.80,W,
accelerometers,4,3.63,1.55,W,
accent,6,6.44,4.29,W,
accent mark,6,5.70,NA,MWE,
accent pillow,5,4.91,NA,MWE,
accented,6,5.96,2.47,W,
accenting,4,3.86,1.37,W,
accents,6,6.12,3.32,W,
accentuate,4,4.36,2.57,W,
accentuated,5,4.90,2.15,W,
accentuates,4,4.12,2.10,W,
accentuating,4,4.07,1.81,W,
accenture,4,4.38,0.55,W,
accept,7,7.00,4.89,W,
acceptability,5,5.46,1.77,W,
acceptable,7,6.92,3.85,W,
acceptably,5,5.26,1.35,W,
acceptance,7,6.94,3.67,W,
acceptances,6,5.70,1.95,W,
accepted,7,7.00,4.41,W,
accepting,7,6.59,3.93,W,
accepts,7,6.78,3.51,W,
access,7,6.99,4.70,W,
access charge,4,4.12,NA,MWE,
access charges,5,4.65,NA,MWE,
access code,6,5.90,NA,MWE,
access control list,3,3.52,NA,MWE,
access courses,4,3.75,NA,MWE,
access fee,5,5.05,NA,MWE,
access fees,5,5.07,NA,MWE,
access number,5,4.77,NA,MWE,
access panel,5,4.85,NA,MWE,
access provider,5,4.79,NA,MWE,
access providers,5,4.80,NA,MWE,
access road,6,5.73,NA,MWE,
access roads,6,5.65,NA,MWE,
access route,5,5.28,NA,MWE,
access time,5,4.65,NA,MWE,
access times,5,4.63,NA,MWE,
accessed,7,6.82,3.34,W,
accesses,6,5.75,2.19,W,
accessibility,7,6.85,2.73,W,
accessible,7,6.80,3.51,W,
accessibly,4,4.07,0.77,W,
accessing,6,6.20,3.17,W,
accessories,6,6.29,3.52,W,
accessorise,3,3.58,1.30,W,
accessorize,5,5.02,2.22,W,
accessorized,5,4.76,1.64,W,
accessorizing,5,4.71,1.84,W,
accessory,6,6.11,3.52,W,
accesssories,6,5.74,NA,W,
accesssory,6,5.49,NA,W,
accident,7,7.00,4.87,W,
accident and emergency,6,6.20,NA,MWE,
accident compensation,6,5.83,NA,MWE,
accident prone,5,5.15,NA,MWE,
accident waiting to happen,6,6.08,NA,MWE,
accidental,6,6.47,3.63,W,
accidental death,6,5.97,NA,MWE,
accidental injury,6,6.05,NA,MWE,
accidentally,7,6.98,4.08,W,
accidentally on purpose,3,3.56,NA,MWE,
accidently,5,4.76,2.61,W,
accident-prone,5,5.25,NA,WhW,
accidents,7,6.62,3.89,W,
acclaim,5,5.24,2.83,W,
acclaimed,6,5.90,3.05,W,
acclaims,4,4.29,1.28,W,
acclamation,3,3.51,1.87,W,
acclimate,5,4.70,2.27,W,
acclimated,5,4.92,2.44,W,
acclimates,4,3.79,1.37,W,
acclimating,4,4.41,1.88,W,
acclimation,4,3.69,1.49,W,
acclimatise,4,3.66,1.58,W,
acclimatised,4,3.89,1.35,W,
acclimatization,4,3.80,1.52,W,
acclimatize,5,4.68,1.78,W,
acclimatized,5,4.62,1.78,W,
acclimatizing,4,4.16,1.37,W,
accolade,5,5.01,2.23,W,
accolades,6,5.62,2.71,W,
accommodate,7,6.71,3.56,W,
accommodated,6,6.09,2.52,W,
accommodates,6,6.03,2.05,W,
accommodating,6,5.98,2.99,W,
accommodation,7,6.89,3.34,W,
accommodation centre,4,3.94,NA,MWE,
accommodations,7,6.75,3.22,W,
accomodate,5,5.45,2.03,W,
accomodate requirements,5,4.92,NA,MWE,
accomodating,5,5.16,1.33,W,
accomodation,6,5.54,1.96,W,
ACCOMODATIONS,5,4.75,NA,W,
accompanied,7,6.62,3.74,W,
accompanies,6,6.08,2.85,W,
accompaniment,5,5.24,2.82,W,
accompaniments,4,4.48,1.83,W,
accompany,6,6.20,3.96,W,
accompanying,6,6.13,3.33,W,
accomplice,6,5.68,3.80,W,
accomplices,5,5.50,3.32,W,
accomplish,7,6.78,3.94,W,
accomplished,7,6.82,4.00,W,
accomplishes,6,6.03,2.48,W,
accomplishing,6,6.16,2.91,W,
accomplishment,7,6.85,3.42,W,
accomplishments,7,6.75,3.36,W,
accord,6,5.78,3.45,W,
accord with,4,4.10,NA,MWE,
accordance,6,5.85,3.39,W,
accorded,4,4.23,2.48,W,
accordians,3,3.66,NA,W,
according,6,6.50,4.96,W,
according to,7,6.90,NA,MWE,
accordingly,6,6.01,3.52,W,
according-to,6,5.18,NA,WhW,
accordion,6,5.85,3.23,W,
accordions,5,4.78,1.87,W,
accordion-style,4,3.90,NA,WhW,
accords,5,4.97,2.61,W,
accosted,4,3.85,2.72,W,
account,7,6.99,4.80,W,
account book,5,5.33,NA,MWE,
account executive,6,5.93,NA,MWE,
account executives,5,5.46,NA,MWE,
account for,6,6.23,NA,MWE,
account holder,6,6.04,NA,MWE,
account name,6,5.98,NA,MWE,
account payable,5,5.36,NA,MWE,
account receivable,5,4.76,NA,MWE,
account statement,6,6.44,NA,MWE,
accountabilities,3,3.54,NA,W,
accountability,7,6.73,3.30,W,
accountable,6,6.32,3.56,W,
accountancy,6,5.98,2.45,W,
accountant,7,6.95,3.84,W,
accountants,6,6.50,3.13,W,
accountants',6,5.82,NA,W,
accountant's,6,5.96,NA,W,
accountatnts,5,4.67,NA,W,
account-book,4,3.71,NA,WhW,
accounted,6,6.20,3.48,W,
accounting,7,6.95,3.78,W,
accounting firm,6,6.13,NA,MWE,
accounting package,5,5.46,NA,MWE,
accounts,7,6.88,4.31,W,
account's,6,5.83,NA,W,
accounts payable,6,5.78,NA,MWE,
accounts receivable,5,5.30,NA,MWE,
accredit,4,4.49,1.45,W,
accredit with,4,4.03,NA,MWE,
accreditation,5,5.24,2.63,W,
accreditations,5,4.52,0.67,W,
accredited,6,5.97,2.75,W,
accrediting,4,4.04,1.22,W,
accredits,4,4.11,NA,W,
accrual,4,3.75,1.49,W,
accrue,5,4.73,2.23,W,
accrued,5,4.89,2.52,W,
accrues,4,3.99,1.53,W,
accruing,4,4.49,1.95,W,
accts,4,3.75,NA,W,
accumulate,6,6.02,3.08,W,
accumulated,6,6.05,3.25,W,
accumulates,6,5.97,2.45,W,
accumulating,6,6.00,2.81,W,
accumulation,6,6.01,2.89,W,
accumulations,5,5.01,1.78,W,
accumulative,4,3.95,1.53,W,
accumulator,4,3.86,2.20,W,
accumulators,4,4.11,1.53,W,
accuracies,5,5.16,0.98,W,
accuracy,7,6.99,3.49,W,
accurate,7,6.98,4.06,W,
accurately,7,6.78,3.47,W,
accusation,6,6.04,3.56,W,
accusations,6,6.04,3.74,W,
accusatory,5,4.89,2.06,W,
accuse,6,6.27,3.89,W,
accused,6,6.32,4.41,W,
accused of,6,6.43,NA,MWE,
accused's,5,4.54,NA,W,
accuser,6,5.59,2.72,W,
accusers,5,5.49,2.38,W,
accuses,6,6.18,3.09,W,
accusing,6,6.02,3.82,W,
accusingly,5,5.04,1.39,W,
accustom,5,5.17,2.09,W,
accustom to,6,5.70,NA,MWE,
accustomed,6,6.01,3.60,W,
accustomed to,7,6.71,NA,MWE,
accustoms,4,4.18,NA,W,
ace,6,6.04,4.07,W,
ace a test,6,5.89,NA,MWE,
ace inhibitor,4,4.12,NA,MWE,
ace it,6,5.52,NA,MWE,
ace of clubs,5,5.28,NA,MWE,
ace of diamond,5,4.89,NA,MWE,
ace of diamonds,5,5.24,NA,MWE,
ace of hearts,6,5.63,NA,MWE,
ace of spades,6,5.80,NA,MWE,
ace up one's sleeve,5,4.83,NA,MWE,
ace up the sleeve,6,5.68,NA,MWE,
ace up your sleeve,5,5.14,NA,MWE,
aced,5,4.72,2.87,W,
aces,5,5.23,3.37,W,
acetaminophen,5,4.97,2.32,W,
acetic acid,4,3.72,NA,MWE,
acetone,5,5.05,2.56,W,
acetylsalicylic-acid,3,3.63,NA,WhW,
ache,6,6.38,3.63,W,
ache for,5,4.90,NA,MWE,
ached,6,5.98,2.59,W,
aches,6,6.50,3.35,W,
aches and pains,6,6.17,NA,MWE,
achey,4,3.78,1.30,W,
achievable,6,6.13,2.52,W,
achieve,7,6.99,4.23,W,
achieve a performance,4,3.91,NA,MWE,
achieve success,7,6.88,NA,MWE,
achieved,7,6.98,3.99,W,
achievement,7,6.97,3.82,W,
achievement motivation,5,4.49,NA,MWE,
achievement-oriented,5,5.10,NA,WhW,
achievements,7,6.95,3.47,W,
achiever,6,5.84,2.33,W,
achievers,6,5.70,2.35,W,
achieves,6,6.44,2.79,W,
achieving,7,6.62,3.39,W,
Achilles,6,5.97,NA,W,
achilles',5,4.75,NA,W,
achilles heel,6,6.04,NA,MWE,
Achilles' heel,6,6.08,NA,MWE,
achilles heels,5,5.12,NA,MWE,
achilles' heels,6,5.75,NA,MWE,
achilles tendon,6,6.07,NA,MWE,
achilles tendons,5,5.46,NA,MWE,
Achilles'-heel,5,5.24,NA,WhW,
achilles-tendon,5,4.85,NA,WhW,
achiness,4,3.91,0.92,W,
aching,6,6.12,3.42,W,
achingly,4,3.96,1.99,W,
achoo,6,6.13,1.89,W,
a-choo,6,5.75,NA,WhW,
achy,6,5.88,2.56,W,
acid,6,6.50,4.09,W,
acid rain,6,6.05,NA,MWE,
acid reflux,6,6.07,NA,MWE,
acid refluxes,5,4.77,NA,MWE,
acid taste,5,5.27,NA,MWE,
acid test,5,5.02,NA,MWE,
acid tests,5,4.68,NA,MWE,
acid_rain,6,5.52,NA,W,
acid-base,5,5.11,NA,WhW,
acid-free,5,4.88,NA,WhW,
acidic,6,6.00,2.85,W,
acidification,4,4.15,1.82,W,
acidified,4,3.54,0.98,W,
acidity,6,5.98,2.92,W,
acid-rain,6,5.98,NA,WhW,
acids,7,6.87,3.10,W,
acid-test,4,3.92,NA,WhW,
acid-washed,5,4.65,NA,WhW,
acing,5,5.33,2.04,W,
acknowledge,7,6.68,3.90,W,
acknowledged,7,6.78,3.67,W,
acknowledgement,6,6.44,2.84,W,
acknowledgements,6,5.93,1.79,W,
acknowledges,6,6.07,3.02,W,
acknowledging,6,6.13,3.17,W,
acknowledgment,6,6.44,2.71,W,
acknowledgments,6,6.08,1.80,W,
aclu,3,3.73,2.66,W,
acne,7,6.73,3.10,W,
acne pimple,6,5.97,NA,MWE,
acnes,3,3.70,1.22,W,
acorn,6,6.00,2.99,W,
acorn squash,4,4.17,NA,MWE,
acorns,6,6.00,2.80,W,
acorns',5,5.05,NA,W,
a-couple-of,5,4.32,NA,WhW,
acoustic,6,5.97,3.40,W,
acoustic guitar,7,6.62,NA,MWE,
acoustic guitars,7,6.56,NA,MWE,
acoustic piano,6,5.62,NA,MWE,
acoustic wave,5,4.68,NA,MWE,
acoustical,4,4.31,2.05,W,
acoustically,5,4.88,1.80,W,
acoustics,6,5.96,2.77,W,
acoustic-tile,3,3.53,NA,WhW,
acquaint,5,4.83,2.62,W,
acquaintance,6,5.87,3.71,W,
acquaintances,6,5.93,3.32,W,
acquaintance's,5,4.97,NA,W,
acquainted,6,5.78,3.64,W,
acquainting,4,4.00,1.69,W,
acquaints,4,3.60,0.98,W,
acquire,6,6.15,3.68,W,
acquired,6,6.11,3.85,W,
acquired characteristics,4,3.98,NA,MWE,
acquired immune deficiency syndrome,7,6.96,NA,MWE,
acquired taste,5,5.20,NA,MWE,
acquirer,4,3.71,0.67,W,
acquires,6,6.27,2.55,W,
acquiring,6,6.01,3.18,W,
acquisition,6,5.98,3.44,W,
acquisitions,6,5.85,3.01,W,
acquit,5,4.86,2.81,W,
acquits,4,4.01,1.94,W,
acquittal,5,4.91,2.94,W,
acquittals,4,3.74,1.86,W,
acquitted,5,5.40,3.35,W,
acquitting,4,4.25,1.67,W,
acre,6,6.04,3.41,W,
acreage,5,5.02,2.61,W,
acreages,4,3.82,0.55,W,
acres,6,6.08,3.90,W,
acrobat,6,5.90,2.87,W,
acrobatic,6,5.89,2.58,W,
acrobatics,6,5.65,2.56,W,
acrobats,6,5.87,2.74,W,
acrobats',5,4.97,NA,W,
acronym,7,6.56,2.89,W,
acronyms,6,6.15,2.42,W,
acrophobia,4,3.58,2.07,W,
acropolis,4,4.07,2.55,W,
acropolis',4,4.20,NA,W,
across,7,6.99,5.09,W,
across country,5,4.76,NA,MWE,
across from,7,6.68,NA,MWE,
across the board,6,6.06,NA,MWE,
across the country,7,6.73,NA,MWE,
across the line,5,4.86,NA,MWE,
across the nation,6,6.21,NA,MWE,
across the pond,4,3.84,NA,MWE,
across the way,5,5.17,NA,MWE,
across-the-board,5,5.35,NA,WhW,
acrylic,6,5.88,2.97,W,
acrylics,5,5.07,2.15,W,
act,7,6.98,5.11,W,
act as,6,6.14,NA,MWE,
act for,4,3.85,NA,MWE,
act high-and-mighty,3,3.54,NA,MWE,WhW
act of congress,5,4.96,NA,MWE,
act of faith,4,4.05,NA,MWE,
act of god,4,4.34,NA,MWE,
act of Nature,5,4.55,NA,MWE,
