,Idiom,Sentence
996,smoking gun,"But to those who believe Reed’s tweet on Saturday is the smoking gun, Reed’s attorneys say that’s not necessarily the case."
997,smoking gun,"For all Trump's greed, avarice and evident moral deficits, there is no clear ""smoking gun"" that definitively accounts for his corruption, or explains why he consistently betrayed his presidential oath of office and made choices that damaged America's interests and helped the nation's enemies."
998,double dutch,There are several theories behind the origin of the term “Double Dutch.”
999,double dutch,"Double Dutch also derives from the same era, Dutch seeming a strange and convoluted language hence Double Dutch meaning indescernible, mad and generally all round not on foreign speak."
1000,double dutch,"Since 1977 we have had a plethora of Foreign Ministers, to whom the subject of foreign affairs was double Dutch."
1001,snake oil,"Unfortunately, in this case, school administrators may have fallen for snake oil, and taxpayers are footing the bill."
1002,snake oil,"Snake oil salesmen, such as this, who endanger consumers should take this arrest as a stern warning."
1003,snake oil,"Regardless, there is clearly a displacement there which is conducive to snake oil salesmen, since they are cultivating audience to focusing on unattainable fantasy rather than engage with actual product, except in the end the actual product is what exists to engage with."
1004,smoke screen,The denigration of gods is a smoke screen under which many of these objectors operate.
1005,smoke screen,The case against the comedian Munawar Faruqui in Madhya Pradesh reveals a broader and more sinister pattern behind moral police who masquerade as objectors using the purported denigration of gods as a smoke screen.
1006,smoke screen,"The Commission’s conclusions that the city’s other justifications for using rank order promotions were little more than a smoke screen to conceal discrimination were supported by the evidence,” Krupp wrote, noting the city, from 1998 to 1991, “breached” an agreement it had forged with MCAD to promote Black or Latino officers."
1007,swan song,Who will he start a program with and will it lead to his own swan song?
1008,swan song,"In what will be Sanchez’s swan song in the promotion, the Ultimate Fighter 1 winner has billed the fight as a legend vs legend."
1009,swan song,"And Episode 8 will be Sloane's swan song, which was most probably shot back in December 2020."
1010,old flame,"The ""monsterpocalyptic"" feature hilariously follows the ill-equipped Joel (O'Brien) as he stumbles, falls and flees on his quest to rekindle an old flame."
1011,old flame,"So, you know, you might bump into old flames from time to time'"
1012,old flame,Kanna would have known that Katara would meet Pakku if she headed northward and that her old flame would recognize the betrothal necklace.
1013,zebra crossing,"The proposed zebra crossing is located on the pedestrian desire line for children and parents going to and from the estates north of Dorchester Road,"" it said."
1014,zebra crossing,"He said that, under the council's plans for improvements to the A19 corridor, which includes Fishergate, the zebra crossing was set to be replaced by a Pelican crossing anyway, which would mean removing the poles and installing traffic lights."
1015,zebra crossing,The Fab Four featured on a zebra crossing outside on the cover of their 1969 album Abbey Road.
1016,silver lining,"The silver lining this year especially for the hotels in Metro Manila, as you know, is the OFWs and balikbayans."
1017,top dog,"One thing is different this time around, however — Fox News is no longer the top dog."
1018,bad hat,"From the moment she first laid her eyes on him, Madeline sees only the bad stuff in Pepito, calling him a bad hat despite his Establishing Character Moment being a case of Pet the Dog."
1019,bad hat,"Lovely as a goddess, clever as an Athenian and a bad hat like myself, yet one who still has decent feelings."
1020,bad hat,"But there's no reason why Mrs. Tietjens should live, tied to a bad hat, while he's living it down or dying."""
1021,acid test,"It is one thing leading the pack in January, however, another is the acid test that Sunday’s trip to champions Liverpool will provide for a United revival that few saw coming earlier this season."
1022,acid test,"This will be an acid test, and certainly we as developing countries, as international actors here at the United Nations, we must press for this equity.”"
1023,acid test,"This was the acid test, two teams so far below their usual standards, playing for postseason survival instead of a top seed, both coming off losses that could charitably be described as embarrassing."
1024,big fish,Leinster have become such a big fish in such a small pool that something will have to give.
1025,agony aunt,"Her guests are Emily Yates, accessibility consultant and sex educator with the charity Enhance the UK, Irma Kurtz, who has been the agony aunt for Cosmopolitan magazine since 1970, Ky Hoyle, the founder and Managing Director of the Sh!"
1026,brass ring,Bears fans already are dreaming about reaching off their horse to grab the brass ring that is Watson — assuming he would approve a trade to a team that didn’t bother to interview him during a draft process that yielded Mitch Trubisky in 2017.
1027,brass ring,"I pushed really hard, and I wanted that brass ring, but when I think back to that period of time, I realize that I got a liberal arts degree at Maryville College, and they taught me I could be successful in whatever I do,” he said."
1028,brass ring,"Wallethub released the 2021's Best & Worst States for Singles study on Monday, and Florida took the brass ring as the ""Best State for Singles"" with a score of 69.54."
1029,busy bee,"As many of his friends and colleagues know him to be, Esplago has always been a busy bee who makes changes happen whenever he goes."
1030,closed book,His release is just another chapter in a closed book on one part of Detroit’s storied history.
1031,closed book,"Speaking after the case, Mr Sims family said: ""The case has taken nearly two years to conclude, but to us it will never be a closed book."
1032,closed book,But also Trump leaves behind a body of work that no responsible journalist could consider a closed book.
